source_id,province,year,subject_type,batch,school_name,major_name,score,rank,quota,source_file,group_code,subject_requirement,admitted_count,average_score,average_rank,equivalent_score,school_yxid,raw_rank
zyfz:2025:95575:6a0c6dfe736eab40,四川,2025,历史类,专科提前批,重庆医药高等专科学校,专业组101（选科：不限）,474,65764,11,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,11,486,57431,652,95575,65764
zyfz:2024:95575:10ec521a709fed37,四川,2024,历史类,专科提前批,重庆医药高等专科学校,专业组101（选科：不限）,446,85864,9,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,9,461,73354,638,95575,85864
zyfz:2023:95575:d35aacb1428410e4,四川,2023,历史类,专科提前批,重庆医药高等专科学校,专业组101（选科：不限）,432,99208,20,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,20,456,78765,631,95575,99208
zyfz:2025:95559:27ab514f49cc04a6,四川,2025,历史类,专科提前批,青岛远洋船员职业学院,专业组101（选科：不限）,470,68594,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,5,478,63029,648,95559,68594
zyfz:2024:95559:016c848ae7a52f64,四川,2024,历史类,专科提前批,青岛远洋船员职业学院,专业组101（选科：不限）,414,111202,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,5,430,98772,608,95559,111202
zyfz:2023:95559:5891ff4d9f51aa8e,四川,2023,历史类,专科提前批,青岛远洋船员职业学院,专业组101（选科：不限）,395,128608,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,5,413,114380,598,95559,128608
zyfz:2025:95560:d1aeff854c507723,四川,2025,历史类,专科提前批,青岛港湾职业技术学院,专业组101（选科：不限）,470,68594,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,2,477,63722,648,95560,68594
zyfz:2024:95560:8a83bc2787925cdb,四川,2024,历史类,专科提前批,青岛港湾职业技术学院,专业组101（选科：不限）,354,154470,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,2,378,137857,552,95560,154470
zyfz:2023:95560:e15ef984b280a3ba,四川,2023,历史类,专科提前批,青岛港湾职业技术学院,专业组101（选科：不限）,344,168193,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,3,371,147988,549,95560,168193
zyfz:2025:95562:3e8872771d3dc882,四川,2025,历史类,专科提前批,泰山职业技术学院,专业组102（选科：不限）,453,80365,6,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,6,469,69262,632,95562,80365
zyfz:2024:95562:8678a6e06ba3dee6,四川,2024,历史类,专科提前批,泰山职业技术学院,专业组102（选科：不限）,382,134979,6,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,6,413,111938,579,95562,134979
zyfz:2023:95562:02902d2016c4ae7a,四川,2023,历史类,专科提前批,泰山职业技术学院,专业组102（选科：不限）,405,120722,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,5,415,112784,607,95562,120722
zyfz:2025:95564:8ab518c8ec93e048,四川,2025,历史类,专科提前批,武汉交通职业学院,专业组103（选科：不限）,442,87933,4,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,4,446,85148,622,95564,87933
zyfz:2024:95564:9b120fa6a8c8d790,四川,2024,历史类,专科提前批,武汉交通职业学院,专业组103（选科：不限）,409,115063,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,2,415,110384,604,95564,115063
zyfz:2023:95564:fcfae87bdd43178e,四川,2023,历史类,专科提前批,武汉交通职业学院,专业组103（选科：不限）,374,145591,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,2,389,133310,579,95564,145591
zyfz:2025:95565:419dca28e0851fc7,四川,2025,历史类,专科提前批,武汉交通职业学院,专业组105（选科：不限）,450,82426,4,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,105,不限,4,453,80365,629,95565,82426
zyfz:2024:95565:1453635a1d3a381e,四川,2024,历史类,专科提前批,武汉交通职业学院,专业组105（选科：不限）,429,99535,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,105,不限,2,436,93992,622,95565,99535
zyfz:2025:95569:9da0372d2b38d33c,四川,2025,历史类,专科提前批,张家界航空工业职业技术学院,专业组101（选科：不限）,442,87933,6,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,6,454,79684,622,95569,87933
zyfz:2024:95569:bca996db98fe8c9b,四川,2024,历史类,专科提前批,张家界航空工业职业技术学院,专业组101（选科：不限）,396,124691,7,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,7,430,98772,592,95569,124691
zyfz:2023:95569:fc40b2a0c10267a3,四川,2023,历史类,专科提前批,张家界航空工业职业技术学院,专业组101（选科：不限）,430,100838,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,5,438,94260,629,95569,100838
zyfz:2025:95573:a9326451c98ca712,四川,2025,历史类,专科提前批,湖南国防工业职业技术学院,专业组101（选科：不限）,434,93181,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,8,443,87206,615,95573,93181
zyfz:2024:95573:900e4f1ada713d0f,四川,2024,历史类,专科提前批,湖南国防工业职业技术学院,专业组101（选科：不限）,383,134218,10,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,10,425,102643,580,95573,134218
zyfz:2023:95573:b87f6fe76fd2175a,四川,2023,历史类,专科提前批,湖南国防工业职业技术学院,专业组101（选科：不限）,400,124609,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,5,408,118331,603,95573,124609
zyfz:2025:95567:fccf5cc42f9e17c5,四川,2025,历史类,专科提前批,武汉航海职业技术学院,专业组102（选科：不限）,431,95189,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,8,447,84456,612,95567,95189
zyfz:2024:95567:5494cf0484ee014b,四川,2024,历史类,专科提前批,武汉航海职业技术学院,专业组102（选科：不限）,310,177620,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,8,371,142998,510,95567,177620
zyfz:2025:95550:c5e6c2939f0a200c,四川,2025,历史类,专科提前批,天津海运职业学院,专业组101（选科：不限）,431,95189,6,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,6,442,87933,612,95550,95189
zyfz:2024:95550:93dc33d274173dcd,四川,2024,历史类,专科提前批,天津海运职业学院,专业组101（选科：不限）,323,172005,7,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,6,366,146459,522,95550,172005
zyfz:2023:95550:ca1ca24b7ca7234b,四川,2023,历史类,专科提前批,天津海运职业学院,专业组101（选科：不限）,264,203552,7,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,101,不限,7,301,191444,477,95550,203552
zyfz:2025:95557:59a6d9b0e2e83e2d,四川,2025,历史类,专科提前批,滨州职业技术大学,专业组102（选科：不限）,429,96561,9,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,9,470,68594,610,95557,96561
zyfz:2024:95557:8d30a3a20d8b2c3d,四川,2024,历史类,专科提前批,滨州职业技术大学,专业组102（选科：不限）,444,87510,2,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,2,445,86667,636,95557,87510
zyfz:2025:95556:00e6ebfbf04956cf,四川,2025,历史类,专科提前批,江西信息应用职业技术学院,专业组201（选科：不限）,429,96561,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,201,不限,8,447,84456,610,95556,96561
zyfz:2024:95556:c1bebd8b76557d1e,四川,2024,历史类,专科提前批,江西信息应用职业技术学院,专业组201（选科：不限）,383,134218,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,201,不限,8,405,118032,580,95556,134218
zyfz:2025:95571:32b68f8b690fc661,四川,2025,历史类,专科提前批,湖南汽车工程职业大学,专业组102（选科：不限）,426,98461,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,5,461,74786,608,95571,98461
zyfz:2024:95571:0b2b38b5213d5dd7,四川,2024,历史类,专科提前批,湖南汽车工程职业大学,专业组102（选科：不限）,395,125419,5,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,5,416,109619,591,95571,125419
zyfz:2023:95571:2eb432a0cc9a544e,四川,2023,历史类,专科提前批,湖南汽车工程职业大学,专业组102（选科：不限）,363,154318,7,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,7,409,117509,568,95571,154318
zyfz:2025:95554:8087675b8e407b25,四川,2025,历史类,专科提前批,江苏海事职业技术学院,专业组102（选科：不限）,425,99118,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,8,448,83794,607,95554,99118
zyfz:2024:95554:dee260b155aad14a,四川,2024,历史类,专科提前批,江苏海事职业技术学院,专业组102（选科：不限）,386,132050,9,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,9,415,110384,583,95554,132050
zyfz:2023:95554:0c418fdd04602278,四川,2023,历史类,专科提前批,江苏海事职业技术学院,专业组102（选科：不限）,400,124609,1,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,102,不限,1,400,124609,603,95554,124609
zyfz:2025:95574:c30b10ef26be0307,四川,2025,历史类,专科提前批,湖南体育职业学院,专业组108（选科：不限）,422,101142,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,108,不限,8,449,83125,604,95574,101142
zyfz:2024:95574:ede5d6a4ec3596a4,四川,2024,历史类,专科提前批,湖南体育职业学院,专业组108（选科：不限）,382,134979,8,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,108,不限,8,395,125419,579,95574,134979
zyfz:2023:95574:b3d3a97040e127fe,四川,2023,历史类,专科提前批,湖南体育职业学院,专业组108（选科：不限）,362,155120,10,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,108,不限,10,398,126205,567,95574,155120
zyfz:2025:95558:1a9cd66630be9a3a,四川,2025,历史类,专科提前批,山东信息职业技术学院,专业组105（选科：不限）,420,102568,10,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,105,不限,10,452,81018,602,95558,102568
zyfz:2024:95558:ac2228a883ca1579,四川,2024,历史类,专科提前批,山东信息职业技术学院,专业组105（选科：不限）,396,124691,10,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,105,不限,10,422,105000,592,95558,124691
zyfz:2025:95566:66ffdfafccfea473,四川,2025,历史类,专科提前批,湖北交通职业技术学院,专业组103（选科：不限）,420,102568,12,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,12,446,85148,602,95566,102568
zyfz:2024:95566:8ccea0a8f0de0eb5,四川,2024,历史类,专科提前批,湖北交通职业技术学院,专业组103（选科：不限）,405,118032,14,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,14,428,100284,600,95566,118032
zyfz:2023:95566:347c40525bfae390,四川,2023,历史类,专科提前批,湖北交通职业技术学院,专业组103（选科：不限）,407,119135,7,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,7,433,98423,609,95566,119135
zyfz:2025:95563:0014157e76723d49,四川,2025,历史类,专科提前批,江西航空职业技术学院,专业组103（选科：不限）,419,103198,10,zyfz.sceeic.cn:/zyfz/chaxun/luqushuju/,103,不限,10,449,83125,601,95563,103198
